Fecha_2020,Valor_2020,Fecha_2021,Valor_2021,Fecha_2022,Valor_2022
2020-12-21,24.632638888888888,2021-11-10,25.977083333333333,,
2020-12-23,26.20763888888889,2021-11-11,25.914583333333333,,
2020-12-24,29.029861111111114,2021-11-12,27.928472222222222,,
2020-12-25,29.65972222222222,2021-11-13,27.56875,,
2020-12-26,28.165277777777778,2021-11-14,23.45763888888889,,
2020-12-27,28.966666666666665,2021-11-15,25.351388888888888,,
2020-12-28,30.681944444444444,2021-11-16,27.383333333333333,,
2020-12-29,30.03194444444445,2021-11-17,23.05138888888889,,
2020-12-30,30.22361111111111,2021-11-18,20.464583333333334,,
2020-12-31,27.790277777777778,2021-11-19,22.154861111111114,,
,,2021-11-20,23.834722222222222,,
,,2021-11-21,27.380555555555556,,
,,2021-11-22,30.399305555555557,,
,,2021-11-23,27.569444444444443,,
,,2021-11-24,27.589583333333334,,
,,2021-11-25,27.991666666666667,,
,,2021-11-26,25.37222222222222,,
,,2021-11-27,23.91792452830189,,
,,2021-11-29,24.657638888888886,,
,,2021-11-30,24.568055555555556,,
,,2021-12-01,25.06307692307692,,
,,2021-12-02,26.74375,,
,,2021-12-03,27.56527777777778,,
,,2021-12-04,28.619444444444444,,
,,2021-12-05,28.213194444444444,,
,,2021-12-06,27.88888888888889,,
,,2021-12-07,26.931944444444444,,
,,2021-12-08,28.060294117647057,,
,,2021-12-09,28.578472222222224,,
,,2021-12-10,29.93402777777778,,
,,2021-12-11,29.12042253521127,,
,,2021-12-12,28.13916083916084,,
,,2021-12-13,25.679432624113478,,
,,2021-12-14,26.87132867132867,,
,,2021-12-15,27.245,,
,,2021-12-16,28.010317460317463,,
,,2021-12-17,28.54930555555556,,
,,2021-12-18,29.568749999999998,,
,,2021-12-19,32.265972222222224,,
,,2021-12-20,30.53541666666667,,
,,2021-12-21,29.82569444444444,,
,,2021-12-22,30.675694444444446,,
,,2021-12-23,28.925874125874124,,
,,2021-12-24,27.435114503816795,,
,,2021-12-27,34.563793103448276,,
,,2021-12-28,30.722627737226276,,
,,2021-12-29,32.08,,
,,2021-12-30,29.595138888888886,,
,,2021-12-31,29.088028169014084,,
