Fecha,Valor
2021-01-01,26.583333333333332
2021-01-02,27.811111111111114
2021-01-03,29.22847222222222
2021-01-04,28.429166666666667
2021-01-05,25.407638888888886
2021-01-06,26.654166666666665
2021-01-07,25.554166666666667
2021-01-08,27.300694444444446
2021-01-09,26.603472222222223
2021-01-10,27.900694444444444
2021-01-11,30.418750000000003
2021-01-12,27.383333333333333
2021-01-13,26.69236111111111
2021-01-14,29.88263888888889
2021-01-15,30.184722222222224
2021-01-16,29.582638888888887
2021-01-17,25.20138888888889
2021-01-18,24.31527777777778
2021-01-19,24.92361111111111
2021-01-20,27.001388888888886
2021-01-21,28.202083333333334
2021-01-22,26.819444444444443
2021-01-23,26.665277777777778
2021-01-24,25.847916666666666
2021-01-25,26.460416666666667
2021-01-26,27.547222222222224
2021-01-27,25.970138888888886
2021-01-28,26.334722222222222
2021-01-29,27.716666666666665
2021-01-30,29.07638888888889
2021-01-31,25.9375
2021-02-01,24.979166666666668
2021-02-02,24.713194444444444
2021-02-03,27.288194444444443
2021-02-04,25.03125
2021-02-05,24.303472222222222
2021-02-06,23.825694444444444
2021-02-07,25.095833333333335
2021-02-08,26.592361111111114
2021-02-09,26.095833333333335
2021-02-10,26.363194444444446
2021-02-11,24.06527777777778
2021-02-12,26.002083333333335
2021-02-13,26.9375
2021-02-14,26.928472222222222
2021-02-15,28.331944444444446
2021-02-16,27.851388888888888
2021-02-17,26.539583333333333
2021-02-18,25.99513888888889
2021-02-19,26.007638888888888
2021-02-20,27.250694444444445
2021-02-21,28.727083333333333
2021-02-22,30.036805555555556
2021-02-23,31.54513888888889
2021-02-24,28.533333333333335
2021-02-25,27.277083333333334
2021-02-26,28.081944444444446
2021-02-27,29.676388888888887
2021-02-28,28.912499999999998
2021-03-01,28.81597222222222
2021-03-02,29.292361111111113
2021-03-03,29.008333333333333
2021-03-04,25.69097222222222
2021-03-05,25.66111111111111
2021-03-06,26.265972222222224
2021-03-07,26.464583333333334
2021-03-08,26.25
2021-03-09,26.015972222222224
2021-03-10,26.12986111111111
2021-03-11,26.700000000000003
2021-03-12,26.84652777777778
2021-03-13,27.228472222222223
2021-03-14,28.251388888888886
2021-03-15,28.474305555555556
2021-03-16,29.494444444444444
2021-03-17,23.764583333333334
2021-03-18,23.644444444444446
2021-03-19,24.93472222222222
2021-03-20,28.369444444444444
2021-03-21,24.997916666666665
2021-03-22,24.872916666666665
2021-03-23,26.084027777777777
2021-03-24,28.427083333333332
2021-03-25,29.017482517482517
2021-03-26,29.946527777777778
2021-03-27,25.828472222222224
2021-03-28,22.382638888888888
2021-03-29,22.25
2021-03-30,22.400694444444444
2021-03-31,22.356250000000003
2021-04-01,22.9125
2021-04-02,23.37777777777778
2021-04-03,24.686805555555555
2021-04-04,27.282638888888886
2021-04-05,27.427777777777777
2021-04-06,23.70486111111111
2021-04-07,25.751388888888886
2021-04-08,27.639583333333334
2021-04-09,29.141666666666666
2021-04-10,29.834722222222222
2021-04-11,26.269444444444446
2021-04-12,20.522916666666667
2021-04-13,22.63611111111111
2021-04-14,24.740277777777777
2021-04-15,26.259722222222223
2021-04-16,23.913888888888888
2021-04-17,24.925694444444446
2021-04-18,24.484027777777776
2021-04-19,24.93402777777778
2021-04-20,25.45763888888889
2021-04-21,25.813194444444445
2021-04-22,23.630555555555556
2021-04-23,24.650694444444444
2021-04-24,20.694444444444443
2021-04-25,20.46875
2021-04-26,18.427083333333332
2021-04-27,17.79513888888889
2021-04-28,17.813194444444445
2021-04-29,18.021527777777777
2021-04-30,20.873611111111114
2021-05-01,23.492361111111112
2021-05-02,25.438194444444445
2021-05-03,28.07986111111111
2021-05-04,27.93125
2021-05-05,20.05902777777778
2021-05-06,15.256250000000001
2021-05-07,13.991666666666667
2021-05-08,16.169444444444444
2021-05-09,22.11111111111111
2021-05-10,24.218055555555555
2021-05-11,17.54513888888889
2021-05-12,16.413888888888888
2021-05-13,15.697222222222223
2021-05-14,19.62152777777778
2021-05-15,20.479166666666668
2021-05-16,21.67013888888889
2021-05-17,21.83263888888889
2021-05-18,20.525694444444444
2021-05-19,22.866666666666667
2021-05-20,25.938194444444445
2021-05-21,27.227083333333333
2021-05-22,18.90625
2021-05-23,15.472916666666666
2021-05-24,14.494444444444444
2021-05-25,16.70486111111111
2021-05-26,19.99513888888889
2021-05-27,21.714583333333334
2021-05-28,26.138194444444444
2021-05-29,21.416666666666668
2021-05-30,17.438888888888886
2021-05-31,15.078472222222224
2021-06-01,18.820138888888888
2021-06-02,24.424999999999997
2021-06-03,25.069444444444443
2021-06-04,27.365972222222222
2021-06-05,26.204166666666666
2021-06-06,20.99652777777778
2021-06-07,20.828472222222224
2021-06-08,20.790277777777778
2021-06-09,21.27638888888889
2021-06-10,20.887500000000003
2021-06-11,18.105555555555554
2021-06-12,16.793055555555554
2021-06-13,18.619444444444444
2021-06-14,19.959027777777777
2021-06-15,18.629166666666666
2021-06-16,15.993055555555555
2021-06-17,13.084027777777777
2021-06-18,12.118055555555555
2021-06-19,12.950694444444444
2021-06-20,14.623611111111112
2021-06-21,15.172222222222224
2021-06-22,16.204166666666666
2021-06-23,22.522222222222222
2021-06-24,21.37152777777778
2021-06-25,16.9375
2021-06-26,23.589583333333334
2021-06-27,12.697222222222223
2021-06-28,10.285416666666666
2021-06-29,8.740972222222222
2021-06-30,9.481944444444444
2021-07-01,13.459027777777777
2021-07-02,17.775
2021-07-03,17.044444444444444
2021-07-04,18.579166666666666
2021-07-05,21.938888888888886
2021-07-06,22.5
2021-07-07,21.799305555555556
