,Fecha_dir,Valor_direccion,fecha_vel,Valor_veloc
100,2022-04-15,110.02777777777776,2022-04-15,8.14375
101,2022-04-16,134.86111111111111,2022-04-16,7.028472222222223
102,2022-04-17,148.25,2022-04-17,5.785416666666666
103,2022-04-18,148.69444444444446,2022-04-18,4.770833333333333
104,2022-04-19,112.79166666666669,2022-04-19,5.072916666666667
105,2022-04-20,98.38888888888889,2022-04-20,7.727083333333334
106,2022-04-21,125.11805555555556,2022-04-21,11.259722222222225
107,2022-04-22,127.89583333333331,2022-04-22,8.921527777777778
108,2022-04-23,154.66666666666666,2022-04-23,10.338888888888889
109,2022-04-24,82.55555555555556,2022-04-24,11.455555555555556
110,2022-04-25,79.64583333333333,2022-04-25,12.702083333333333
111,2022-04-26,86.41666666666667,2022-04-26,11.108333333333333
112,2022-04-27,82.0,2022-04-27,10.979285714285714
113,2022-04-28,185.42361111111111,2022-04-28,12.208333333333334
114,2022-04-29,147.96527777777777,2022-04-29,16.54236111111111
115,2022-04-30,180.02777777777777,2022-04-30,7.669444444444445
116,2022-05-01,159.21527777777777,2022-05-01,10.225694444444445
117,2022-05-02,180.85416666666663,2022-05-02,11.56597222222222
118,2022-05-03,198.89583333333331,2022-05-03,24.36111111111111
119,2022-05-04,200.58333333333331,2022-05-04,19.366666666666667
120,2022-05-05,149.45138888888889,2022-05-05,5.452083333333333
121,2022-05-06,127.75694444444444,2022-05-06,4.184722222222223
122,2022-05-07,145.75,2022-05-07,5.322916666666667
123,2022-05-08,77.04166666666667,2022-05-08,5.1506944444444445
124,2022-05-09,152.23611111111111,2022-05-09,8.89236111111111
125,2022-05-10,146.45833333333334,2022-05-10,8.466666666666667
126,2022-05-11,115.94444444444444,2022-05-11,6.618055555555555
127,2022-05-12,95.74305555555556,2022-05-12,5.919444444444444
128,2022-05-13,91.67361111111111,2022-05-13,4.079861111111111
129,2022-05-14,138.27777777777777,2022-05-14,10.541666666666666
130,2022-05-15,172.0,2022-05-15,12.613888888888887
131,2022-05-16,179.3125,2022-05-16,19.711111111111112
132,2022-05-17,211.33333333333331,2022-05-17,16.914583333333333
133,2022-05-18,212.06944444444449,2022-05-18,16.686111111111114
134,2022-05-19,146.15972222222223,2022-05-19,6.375694444444445
135,2022-05-20,79.13194444444444,2022-05-20,3.904861111111111
136,2022-05-21,110.39583333333331,2022-05-21,4.949305555555556
137,2022-05-22,127.45833333333331,2022-05-22,4.391666666666667
138,2022-05-23,138.45138888888889,2022-05-23,4.510416666666667
139,2022-05-24,77.35416666666667,2022-05-24,10.343055555555557
140,2022-05-25,103.07638888888889,2022-05-25,10.026388888888889
141,2022-05-26,90.76388888888889,2022-05-26,9.888194444444444
142,2022-05-27,126.79166666666669,2022-05-27,5.413194444444445
143,2022-05-28,144.31944444444446,2022-05-28,5.036111111111111
144,2022-05-29,161.25,2022-05-29,10.635416666666666
145,2022-05-30,162.29166666666666,2022-05-30,22.015277777777776
146,2022-05-31,131.58333333333334,2022-05-31,13.934722222222222
147,2022-06-01,151.32638888888889,2022-06-01,7.102777777777778
148,2022-06-02,145.22222222222223,2022-06-02,13.471527777777778
149,2022-06-03,107.5625,2022-06-03,6.117361111111111
150,2022-06-04,108.38194444444444,2022-06-04,5.877083333333333
151,2022-06-05,116.94444444444444,2022-06-05,7.140277777777778
152,2022-06-06,113.13888888888889,2022-06-06,12.31388888888889
153,2022-06-07,210.4375,2022-06-07,10.985416666666667
154,2022-06-08,148.28472222222223,2022-06-08,10.669444444444444
155,2022-06-09,151.9375,2022-06-09,10.176388888888887
156,2022-06-10,172.34027777777777,2022-06-10,21.24513888888889
157,2022-06-11,132.97101449275362,2022-06-11,10.607971014492756
158,2022-06-12,120.5625,2022-06-12,4.775
159,2022-06-13,125.60416666666669,2022-06-13,4.354861111111111
160,2022-06-14,71.70833333333333,2022-06-14,9.308333333333334
161,2022-06-15,84.20138888888889,2022-06-15,7.914583333333334
162,2022-06-16,114.43055555555556,2022-06-16,7.656944444444444
163,2022-06-17,204.58333333333331,2022-06-17,15.029166666666663
164,2022-06-18,116.61805555555556,2022-06-18,8.834722222222222
165,2022-06-19,95.0,2022-06-19,5.672916666666667
166,2022-06-20,95.95138888888889,2022-06-20,5.164583333333334
167,2022-06-21,125.81944444444444,2022-06-21,10.93611111111111
168,2022-06-22,185.25,2022-06-22,10.77777777777778
169,2022-06-23,182.24347826086955,2022-06-23,14.128813559322037
170,2022-06-24,164.08333333333334,2022-06-24,10.761111111111113
171,2022-06-25,177.64583333333334,2022-06-25,12.929861111111112
172,2022-06-26,181.13194444444449,2022-06-26,6.679861111111111
173,2022-06-27,93.27083333333331,2022-06-27,5.899305555555555
174,2022-06-28,165.86111111111111,2022-06-28,13.25
175,2022-06-29,130.625,2022-06-29,10.844444444444443
176,2022-06-30,140.22222222222223,2022-06-30,5.690277777777777
177,2022-07-01,111.04861111111111,2022-07-01,9.484722222222222
178,2022-07-02,127.76388888888889,2022-07-02,8.420833333333333
179,2022-07-03,135.03472222222223,2022-07-03,4.061805555555555
180,2022-07-04,97.22916666666669,2022-07-04,7.654166666666667
181,2022-07-05,171.99305555555554,2022-07-05,7.5625
182,2022-07-06,98.6875,2022-07-06,8.109027777777778
183,2022-07-07,146.55555555555554,2022-07-07,7.84375
184,2022-07-08,140.70833333333334,2022-07-08,6.722916666666666
185,2022-07-09,59.88194444444444,2022-07-09,11.220833333333331
186,2022-07-10,52.201388888888886,2022-07-10,13.061805555555557
187,2022-07-11,124.27083333333331,2022-07-11,15.413888888888888
188,2022-07-12,174.39583333333334,2022-07-12,18.541666666666668
189,2022-07-13,92.13888888888889,2022-07-13,7.931249999999999
190,2022-07-14,59.91666666666666,2022-07-14,10.347916666666666
191,2022-07-15,105.4375,2022-07-15,9.764583333333333
192,2022-07-16,214.59027777777777,2022-07-16,18.55763888888889
193,2022-07-17,169.36111111111111,2022-07-17,9.952083333333333
194,2022-07-18,124.85416666666669,2022-07-18,9.206944444444444
195,2022-07-19,152.35416666666666,2022-07-19,7.061805555555555
196,2022-07-20,109.94444444444444,2022-07-20,7.992361111111112
197,2022-07-21,75.57638888888889,2022-07-21,10.436805555555557
198,2022-07-22,109.57638888888889,2022-07-22,9.659027777777778
199,2022-07-23,127.46527777777776,2022-07-23,6.292361111111111
200,2022-07-24,77.92361111111111,2022-07-24,9.511805555555556
201,2022-07-25,88.25,2022-07-25,10.629166666666666
202,2022-07-26,93.97916666666669,2022-07-26,7.157638888888889
203,2022-07-27,104.04166666666669,2022-07-27,6.772916666666666
204,2022-07-28,212.92361111111111,2022-07-28,13.620138888888889
205,2022-07-29,173.99305555555554,2022-07-29,15.689583333333337
206,2022-07-30,89.5625,2022-07-30,5.894444444444444
207,2022-07-31,132.27083333333334,2022-07-31,4.575694444444444
208,2022-08-01,111.75,2022-08-01,5.663194444444445
209,2022-08-02,70.13194444444444,2022-08-02,12.330555555555556
210,2022-08-03,113.55555555555556,2022-08-03,9.147222222222222
211,2022-08-04,198.20833333333331,2022-08-04,17.533333333333335
212,2022-08-05,157.15277777777777,2022-08-05,16.347916666666666
213,2022-08-06,107.40972222222224,2022-08-06,8.56388888888889
214,2022-08-07,153.51388888888889,2022-08-07,14.119444444444444
215,2022-08-08,169.72916666666666,2022-08-08,14.50486111111111
216,2022-08-09,207.45833333333331,2022-08-09,21.654166666666665
217,2022-08-10,179.26388888888889,2022-08-10,15.802083333333334
218,2022-08-11,89.41666666666667,2022-08-11,5.936111111111111
219,2022-08-12,67.46527777777777,2022-08-12,8.444444444444445
220,2022-08-13,77.63194444444444,2022-08-13,11.811805555555557
221,2022-08-14,71.0625,2022-08-14,12.801388888888887
222,2022-08-15,144.09722222222223,2022-08-15,14.209722222222222
223,2022-08-16,156.31944444444446,2022-08-16,14.18888888888889
224,2022-08-17,90.92361111111111,2022-08-17,7.7875
225,2022-08-18,178.59027777777777,2022-08-18,30.65625
226,2022-08-19,121.50694444444444,2022-08-19,10.90277777777778
227,2022-08-20,132.27083333333334,2022-08-20,8.0625
228,2022-08-21,148.83333333333334,2022-08-21,6.675000000000001
229,2022-08-22,104.79861111111111,2022-08-22,6.46875
230,2022-08-23,111.95138888888889,2022-08-23,8.068055555555555
231,2022-08-24,87.96527777777777,2022-08-24,9.84722222222222
232,2022-08-25,103.32638888888889,2022-08-25,8.744444444444445
233,2022-08-26,93.375,2022-08-26,7.3069444444444445
234,2022-08-27,137.93055555555554,2022-08-27,8.783333333333333
235,2022-08-28,153.54861111111111,2022-08-28,26.554861111111112
236,2022-08-29,149.11805555555554,2022-08-29,21.594444444444445
237,2022-08-30,100.58333333333331,2022-08-30,9.194444444444445
238,2022-08-31,110.24305555555556,2022-08-31,9.36875
239,2022-09-01,69.10416666666667,2022-09-01,14.72361111111111
240,2022-09-02,156.85416666666666,2022-09-02,22.96875
241,2022-09-03,153.09722222222223,2022-09-03,20.624305555555555
242,2022-09-04,118.0,2022-09-04,6.821527777777778
243,2022-09-05,133.70833333333334,2022-09-05,4.559722222222223
244,2022-09-06,149.05555555555554,2022-09-06,4.883333333333334
245,2022-09-07,75.52083333333333,2022-09-07,8.878472222222221
246,2022-09-08,91.95833333333331,2022-09-08,13.42013888888889
247,2022-09-09,158.64583333333334,2022-09-09,20.88055555555556
248,2022-09-10,157.59722222222223,2022-09-10,24.308333333333334
249,2022-09-11,150.92361111111111,2022-09-11,6.332638888888889
250,2022-09-12,142.5625,2022-09-12,5.952083333333333
251,2022-09-13,137.40277777777777,2022-09-13,8.320833333333333
252,2022-09-14,140.07638888888889,2022-09-14,13.825694444444444
253,2022-09-15,125.50694444444444,2022-09-15,9.313194444444443
254,2022-09-16,120.32638888888889,2022-09-16,6.85
255,2022-09-17,77.69444444444444,2022-09-17,12.617361111111112
256,2022-09-18,70.11805555555556,2022-09-18,12.4875
257,2022-09-19,106.5625,2022-09-19,15.172916666666667
258,2022-09-20,131.90972222222223,2022-09-20,7.036111111111111
259,2022-09-21,152.36805555555554,2022-09-21,7.470138888888889
260,2022-09-22,178.11805555555554,2022-09-22,24.23888888888889
261,2022-09-23,132.28472222222223,2022-09-23,6.820138888888889
262,2022-09-24,101.27083333333331,2022-09-24,9.081944444444444
263,2022-09-25,89.47222222222223,2022-09-25,7.644444444444444
264,2022-09-26,91.15277777777776,2022-09-26,8.739583333333334
265,2022-09-27,106.40277777777776,2022-09-27,11.919444444444444
266,2022-09-28,142.73611111111111,2022-09-28,11.110416666666667
267,2022-09-29,150.90277777777777,2022-09-29,11.305555555555555
268,2022-09-30,150.65972222222223,2022-09-30,7.893055555555555
269,2022-10-01,128.93055555555554,2022-10-01,8.375
270,2022-10-02,136.79166666666666,2022-10-02,8.827083333333333
271,2022-10-03,139.03472222222223,2022-10-03,8.556944444444445
272,2022-10-04,93.94214876033058,2022-10-04,7.013223140495868
273,2022-10-05,86.5625,2022-10-05,11.505555555555556
274,2022-10-06,184.14583333333331,2022-10-06,16.310416666666665
275,2022-10-07,165.89583333333334,2022-10-07,6.740277777777778
276,2022-10-08,78.47916666666667,2022-10-08,7.1819444444444445
277,2022-10-09,152.13194444444446,2022-10-09,26.616666666666667
278,2022-10-10,157.17361111111111,2022-10-10,14.385416666666666
279,2022-10-11,190.96527777777777,2022-10-11,5.959722222222222
280,2022-10-12,140.47916666666666,2022-10-12,5.8069444444444445
281,2022-10-13,161.06944444444446,2022-10-13,5.240277777777778
282,2022-10-14,136.73611111111111,2022-10-14,6.345138888888889
283,2022-10-15,101.63194444444444,2022-10-15,6.622222222222223
284,2022-10-16,151.5625,2022-10-16,8.82638888888889
285,2022-10-17,137.29166666666666,2022-10-17,12.822222222222225
286,2022-10-18,159.84722222222223,2022-10-18,7.067361111111111
287,2022-10-19,110.86111111111111,2022-10-19,5.145138888888889
288,2022-10-20,111.1875,2022-10-20,10.059722222222222
289,2022-10-21,184.11805555555557,2022-10-21,9.582638888888887
290,2022-10-22,112.90277777777776,2022-10-22,9.313194444444443
291,2022-10-23,136.85416666666666,2022-10-23,10.19375
292,2022-10-24,98.97916666666669,2022-10-24,8.667361111111111
293,2022-10-25,113.25,2022-10-25,5.913194444444445
294,2022-10-26,106.15972222222224,2022-10-26,13.435416666666669
295,2022-10-27,136.84027777777777,2022-10-27,10.277083333333334
296,2022-10-28,91.66666666666669,2022-10-28,6.881944444444445
297,2022-10-29,119.88194444444444,2022-10-29,9.839583333333334
298,2022-10-30,117.44444444444444,2022-10-30,11.754861111111111
299,2022-10-31,169.13888888888889,2022-10-31,36.79027777777778
300,2022-11-01,150.21527777777777,2022-11-01,20.165972222222223
301,2022-11-02,127.95138888888889,2022-11-02,11.718055555555557
302,2022-11-03,146.43055555555554,2022-11-03,8.328472222222222
303,2022-11-04,141.27083333333334,2022-11-04,6.569444444444445
304,2022-11-05,143.33333333333334,2022-11-05,5.2131944444444445
305,2022-11-06,144.77777777777777,2022-11-06,4.473611111111111
306,2022-11-07,112.4375,2022-11-07,7.747916666666667
307,2022-11-08,143.6875,2022-11-08,7.629861111111111
308,2022-11-09,101.22916666666669,2022-11-09,8.314583333333333
309,2022-11-10,114.19444444444444,2022-11-10,12.835416666666667
310,2022-11-11,154.61111111111111,2022-11-11,7.163888888888888
311,2022-11-12,101.94444444444444,2022-11-12,12.755555555555556
312,2022-11-13,188.52083333333331,2022-11-13,14.664583333333333
313,2022-11-14,174.0,2022-11-14,10.04861111111111
314,2022-11-15,132.23611111111111,2022-11-15,5.938888888888889
315,2022-11-16,115.97222222222224,2022-11-16,6.381944444444445
316,2022-11-17,97.22916666666669,2022-11-17,6.823611111111111
317,2022-11-18,84.05555555555556,2022-11-18,8.805555555555555
318,2022-11-19,81.89583333333333,2022-11-19,9.915972222222225
319,2022-11-20,73.08333333333333,2022-11-20,13.17013888888889
320,2022-11-21,133.69444444444446,2022-11-21,10.363888888888887
321,2022-11-22,170.0,2022-11-22,16.023611111111112
322,2022-11-23,123.13888888888889,2022-11-23,8.051388888888889
323,2022-11-24,132.15972222222223,2022-11-24,6.899305555555555
324,2022-11-25,134.90277777777777,2022-11-25,9.731944444444444
325,2022-11-26,140.5,2022-11-26,7.711971830985915
326,2022-11-27,128.56944444444446,2022-11-27,8.679861111111112
327,2022-11-28,107.5,2022-11-28,8.611805555555556
328,2022-11-29,118.70138888888889,2022-11-29,8.102777777777778
329,2022-11-30,142.27083333333334,2022-11-30,6.352777777777778
330,2022-12-01,135.05555555555554,2022-12-01,9.82986111111111
331,2022-12-02,178.27777777777777,2022-12-02,10.027083333333334
332,2022-12-03,157.19444444444446,2022-12-03,5.063888888888889
333,2022-12-04,157.09027777777777,2022-12-04,7.138888888888889
334,2022-12-05,148.38888888888889,2022-12-05,5.7125
335,2022-12-06,174.54861111111111,2022-12-06,6.579861111111111
336,2022-12-07,183.375,2022-12-07,6.853472222222222
337,2022-12-08,159.80555555555554,2022-12-08,9.9125
338,2022-12-09,159.73611111111111,2022-12-09,7.877777777777778
339,2022-12-10,103.76388888888889,2022-12-10,10.096527777777778
340,2022-12-11,224.48611111111111,2022-12-11,10.319444444444445
341,2022-12-12,249.71527777777777,2022-12-12,7.191666666666666
342,2022-12-13,135.5625,2022-12-13,15.24513888888889
343,2022-12-14,125.45138888888889,2022-12-14,8.691666666666666
344,2022-12-15,109.61805555555556,2022-12-15,10.555555555555555
345,2022-12-16,136.5734265734266,2022-12-16,12.934265734265734
346,2022-12-17,138.52083333333334,2022-12-17,10.683333333333334
347,2022-12-18,140.78472222222223,2022-12-18,7.597916666666666
348,2022-12-19,136.29166666666666,2022-12-19,6.770833333333333
349,2022-12-20,147.10416666666666,2022-12-20,7.628472222222222
350,2022-12-21,140.00694444444446,2022-12-21,6.816666666666666
351,2022-12-22,83.4375,2022-12-22,7.939583333333333
352,2022-12-23,71.27777777777777,2022-12-23,10.509722222222225
353,2022-12-24,146.30555555555554,2022-12-24,9.513194444444444
354,2022-12-25,191.70138888888889,2022-12-25,9.06388888888889
355,2022-12-26,161.11805555555554,2022-12-26,10.94375
356,2022-12-27,164.38888888888889,2022-12-27,15.35763888888889
357,2022-12-28,151.85416666666666,2022-12-28,13.761805555555556
358,2022-12-29,126.8125,2022-12-29,8.703472222222222
359,2022-12-30,104.75,2022-12-30,7.596527777777778
360,2022-12-31,108.83333333333331,2022-12-31,7.302777777777777
