fecha_vel,Valor_veloc
2022-08-06,8.56388888888889
2022-08-07,14.119444444444445
2022-08-08,14.50486111111111
2022-08-09,21.654166666666665
2022-08-10,15.802083333333334
2022-08-11,5.936111111111111
2022-08-12,8.444444444444445
2022-08-13,11.811805555555557
2022-08-14,12.801388888888889
2022-08-15,14.209722222222222
2022-08-16,14.18888888888889
2022-08-17,7.7875000000000005
2022-08-18,30.65625
2022-08-19,10.902777777777779
2022-08-20,8.0625
2022-08-21,6.675000000000001
2022-08-22,6.46875
2022-08-23,8.068055555555555
2022-08-24,9.847222222222221
2022-08-25,8.744444444444445
2022-08-26,7.3069444444444445
2022-08-27,8.783333333333333
2022-08-28,26.554861111111112
2022-08-29,21.594444444444445
2022-08-30,9.194444444444445
2022-08-31,9.368749999999999
2022-09-01,14.72361111111111
2022-09-02,22.96875
2022-09-03,20.624305555555555
2022-09-04,6.821527777777778
2022-09-05,4.559722222222223
2022-09-06,4.883333333333334
2022-09-07,8.878472222222221
2022-09-08,13.42013888888889
2022-09-09,20.880555555555556
2022-09-10,24.308333333333334
2022-09-11,6.332638888888889
2022-09-12,5.952083333333333
2022-09-13,8.320833333333333
2022-09-14,13.825694444444444
2022-09-15,9.313194444444443
2022-09-16,6.85
2022-09-17,12.617361111111112
2022-09-18,12.4875
2022-09-19,15.172916666666667
2022-09-20,7.036111111111111
2022-09-21,7.470138888888889
2022-09-22,24.23888888888889
2022-09-23,6.820138888888889
2022-09-24,9.081944444444444
2022-09-25,7.644444444444444
2022-09-26,8.739583333333334
2022-09-27,11.919444444444444
2022-09-28,11.110416666666667
2022-09-29,11.305555555555555
2022-09-30,7.893055555555555
2022-10-01,8.375
2022-10-02,8.827083333333333
2022-10-03,8.556944444444445
2022-10-04,7.013223140495868
2022-10-05,11.505555555555555
2022-10-06,16.310416666666665
2022-10-07,6.740277777777778
2022-10-08,7.1819444444444445
2022-10-09,26.616666666666667
2022-10-10,14.385416666666666
2022-10-11,5.959722222222222
2022-10-12,5.8069444444444445
2022-10-13,5.240277777777778
2022-10-14,6.345138888888889
2022-10-15,6.622222222222223
2022-10-16,8.82638888888889
2022-10-17,12.822222222222223
2022-10-18,7.067361111111111
2022-10-19,5.145138888888889
2022-10-20,10.059722222222222
2022-10-21,9.582638888888889
2022-10-22,9.313194444444443
2022-10-23,10.193750000000001
2022-10-24,8.667361111111111
2022-10-25,5.913194444444445
2022-10-26,13.435416666666667
2022-10-27,10.277083333333334
2022-10-28,6.881944444444445
2022-10-29,9.839583333333334
2022-10-30,11.754861111111111
2022-10-31,36.79027777777778
2022-11-01,20.165972222222223
2022-11-02,11.718055555555557
2022-11-03,8.328472222222222
2022-11-04,6.569444444444445
2022-11-05,5.2131944444444445
2022-11-06,4.473611111111111
2022-11-07,7.747916666666667
2022-11-08,7.629861111111111
2022-11-09,8.314583333333333
2022-11-10,12.835416666666667
2022-11-11,7.163888888888888
2022-11-12,12.755555555555555
2022-11-13,14.664583333333333
2022-11-14,10.04861111111111
2022-11-15,5.938888888888889
2022-11-16,6.381944444444445
2022-11-17,6.823611111111111
2022-11-18,8.805555555555555
2022-11-19,9.915972222222223
2022-11-20,13.17013888888889
2022-11-21,10.363888888888889
2022-11-22,16.023611111111112
2022-11-23,8.051388888888889
2022-11-24,6.899305555555555
2022-11-25,9.731944444444444
2022-11-26,7.711971830985915
2022-11-27,8.679861111111112
2022-11-28,8.611805555555556
2022-11-29,8.102777777777778
2022-11-30,6.352777777777778
2022-12-01,9.82986111111111
2022-12-02,10.027083333333334
2022-12-03,5.063888888888889
2022-12-04,7.138888888888889
2022-12-05,5.7125
2022-12-06,6.579861111111111
2022-12-07,6.853472222222222
2022-12-08,9.912500000000001
2022-12-09,7.877777777777778
2022-12-10,10.096527777777778
2022-12-11,10.319444444444445
2022-12-12,7.191666666666666
2022-12-13,15.24513888888889
2022-12-14,8.691666666666666
2022-12-15,10.555555555555555
2022-12-16,12.934265734265734
2022-12-17,10.683333333333334
2022-12-18,7.597916666666666
2022-12-19,6.770833333333333
2022-12-20,7.628472222222222
2022-12-21,6.816666666666666
2022-12-22,7.939583333333333
2022-12-23,10.509722222222223
2022-12-24,9.513194444444444
2022-12-25,9.06388888888889
2022-12-26,10.943750000000001
2022-12-27,15.35763888888889
2022-12-28,13.761805555555556
2022-12-29,8.703472222222222
2022-12-30,7.596527777777778
2022-12-31,7.302777777777777
