Fecha,Valor
2022-01-01,112.68531468531468
2022-01-02,121.73426573426573
2022-01-03,128.47826086956522
2022-01-04,169.875
2022-01-05,135.7605633802817
2022-01-06,142.07692307692307
2022-01-07,146.39285714285714
2022-01-08,138.78571428571428
2022-01-09,107.95070422535211
2022-01-10,137.38129496402877
2022-01-11,185.44755244755245
2022-01-12,155.04255319148936
2022-01-13,97.65467625899281
2022-01-14,88.95035460992908
2022-01-15,117.8881118881119
2022-01-16,197.63636363636363
2022-01-17,149.69014084507043
2022-01-18,175.6993006993007
2022-01-19,143.36274509803923
2022-01-20,140.80985915492957
2022-01-21,134.17361111111111
2022-01-22,168.97058823529412
2022-01-23,197.8846153846154
2022-01-28,165.45454545454547
2022-01-29,140.31944444444446
2022-01-30,161.04861111111111
2022-01-31,134.22916666666666
2022-02-01,120.96527777777777
2022-02-02,115.49305555555556
2022-02-03,102.02083333333333
2022-02-04,184.26388888888889
2022-02-05,165.59722222222223
2022-02-06,161.77083333333334
2022-02-07,137.6875
2022-02-08,157.07638888888889
2022-02-09,157.97222222222223
2022-02-10,122.70833333333333
2022-02-11,104.5
2022-02-12,174.31944444444446
2022-02-13,185.93055555555554
2022-02-14,172.15277777777777
2022-02-15,166.74305555555554
2022-02-16,172.61111111111111
2022-02-17,156.4375
2022-02-18,157.8125
2022-02-19,143.74305555555554
2022-02-20,214.39583333333334
2022-02-21,141.99305555555554
2022-02-22,167.22916666666666
2022-02-23,134.02777777777777
2022-02-24,170.99305555555554
2022-02-25,166.66666666666666
2022-02-26,117.94444444444444
2022-02-27,141.60416666666666
2022-02-28,176.77083333333334
2022-03-01,144.20138888888889
2022-03-02,164.79166666666666
2022-03-03,146.25694444444446
2022-03-04,120.75
2022-03-05,107.25694444444444
2022-03-06,134.34722222222223
2022-03-07,211.63194444444446
2022-03-08,159.11805555555554
2022-03-09,150.02777777777777
2022-03-10,187.69444444444446
2022-03-11,148.88888888888889
2022-03-12,144.86805555555554
2022-03-13,145.31944444444446
2022-03-14,136.05555555555554
2022-03-15,131.04166666666666
2022-03-16,160.41666666666666
2022-03-17,116.76388888888889
2022-03-18,185.375
2022-03-19,153.79166666666666
2022-03-20,136.71527777777777
2022-03-21,91.88888888888889
2022-03-22,89.86111111111111
2022-03-23,107.1875
2022-03-24,192.61805555555554
2022-03-25,163.70833333333334
2022-03-26,130.8125
2022-03-27,106.47222222222223
2022-03-28,105.56944444444444
2022-03-29,121.0625
2022-03-30,162.02083333333334
2022-03-31,160.58333333333334
2022-04-01,142.79166666666666
2022-04-02,91.03472222222223
2022-04-03,87.63888888888889
2022-04-04,139.27777777777777
2022-04-05,119.61111111111111
2022-04-06,113.28472222222223
2022-04-07,136.20833333333334
2022-04-08,145.22916666666666
2022-04-09,119.30555555555556
2022-04-10,98.27777777777777
2022-04-11,91.92361111111111
2022-04-12,138.14583333333334
2022-04-13,150.65277777777777
2022-04-14,155.20833333333334
2022-04-15,110.02777777777777
2022-04-16,134.86111111111111
2022-04-17,148.25
2022-04-18,148.69444444444446
2022-04-19,112.79166666666667
2022-04-20,98.38888888888889
2022-04-21,125.11805555555556
2022-04-22,127.89583333333333
2022-04-23,154.66666666666666
2022-04-24,82.55555555555556
2022-04-25,79.64583333333333
2022-04-26,86.41666666666667
2022-04-27,82.0
2022-04-28,185.42361111111111
2022-04-29,147.96527777777777
2022-04-30,180.02777777777777
2022-05-01,159.21527777777777
2022-05-02,180.85416666666666
2022-05-03,198.89583333333334
2022-05-04,200.58333333333334
2022-05-05,149.45138888888889
2022-05-06,127.75694444444444
2022-05-07,145.75
2022-05-08,77.04166666666667
2022-05-09,152.23611111111111
2022-05-10,146.45833333333334
2022-05-11,115.94444444444444
2022-05-12,95.74305555555556
2022-05-13,91.67361111111111
2022-05-14,138.27777777777777
2022-05-15,172.0
2022-05-16,179.3125
2022-05-17,211.33333333333334
2022-05-18,212.06944444444446
2022-05-19,146.15972222222223
2022-05-20,79.13194444444444
2022-05-21,110.39583333333333
2022-05-22,127.45833333333333
2022-05-23,138.45138888888889
2022-05-24,77.35416666666667
2022-05-25,103.07638888888889
2022-05-26,90.76388888888889
2022-05-27,126.79166666666667
2022-05-28,144.31944444444446
2022-05-29,161.25
2022-05-30,162.29166666666666
2022-05-31,131.58333333333334
2022-06-01,151.32638888888889
2022-06-02,145.22222222222223
2022-06-03,107.5625
2022-06-04,108.38194444444444
2022-06-05,116.94444444444444
2022-06-06,113.13888888888889
2022-06-07,210.4375
2022-06-08,148.28472222222223
2022-06-09,151.9375
2022-06-10,172.34027777777777
2022-06-11,132.97101449275362
2022-06-12,120.5625
2022-06-13,125.60416666666667
2022-06-14,71.70833333333333
2022-06-15,84.20138888888889
2022-06-16,114.43055555555556
2022-06-17,204.58333333333334
2022-06-18,116.61805555555556
2022-06-19,95.0
2022-06-20,95.95138888888889
2022-06-21,125.81944444444444
2022-06-22,185.25
2022-06-23,182.24347826086955
2022-06-24,164.08333333333334
2022-06-25,177.64583333333334
2022-06-26,181.13194444444446
2022-06-27,93.27083333333333
2022-06-28,165.86111111111111
2022-06-29,130.625
2022-06-30,140.22222222222223
2022-07-01,111.04861111111111
2022-07-02,127.76388888888889
2022-07-03,135.03472222222223
2022-07-04,97.22916666666667
2022-07-05,171.99305555555554
2022-07-06,98.6875
2022-07-07,146.55555555555554
2022-07-08,140.70833333333334
2022-07-09,59.88194444444444
2022-07-10,52.201388888888886
2022-07-11,124.27083333333333
2022-07-12,174.39583333333334
2022-07-13,92.13888888888889
2022-07-14,59.916666666666664
2022-07-15,105.4375
2022-07-16,214.59027777777777
2022-07-17,169.36111111111111
2022-07-18,124.85416666666667
2022-07-19,152.35416666666666
2022-07-20,109.94444444444444
2022-07-21,75.57638888888889
2022-07-22,109.57638888888889
2022-07-23,127.46527777777777
2022-07-24,77.92361111111111
2022-07-25,88.25
2022-07-26,93.97916666666667
2022-07-27,104.04166666666667
2022-07-28,212.92361111111111
2022-07-29,173.99305555555554
2022-07-30,89.5625
2022-07-31,132.27083333333334
2022-08-01,111.75
2022-08-02,70.13194444444444
2022-08-03,113.55555555555556
2022-08-04,198.20833333333334
2022-08-05,157.15277777777777
2022-08-06,107.40972222222223
2022-08-07,153.51388888888889
2022-08-08,169.72916666666666
2022-08-09,207.45833333333334
2022-08-10,179.26388888888889
2022-08-11,89.41666666666667
2022-08-12,67.46527777777777
2022-08-13,77.63194444444444
2022-08-14,71.0625
2022-08-15,144.09722222222223
2022-08-16,156.31944444444446
2022-08-17,90.92361111111111
2022-08-18,178.59027777777777
2022-08-19,121.50694444444444
2022-08-20,132.27083333333334
2022-08-21,148.83333333333334
2022-08-22,104.79861111111111
2022-08-23,111.95138888888889
2022-08-24,87.96527777777777
2022-08-25,103.32638888888889
2022-08-26,93.375
2022-08-27,137.93055555555554
2022-08-28,153.54861111111111
2022-08-29,149.11805555555554
2022-08-30,100.58333333333333
2022-08-31,110.24305555555556
2022-09-01,69.10416666666667
2022-09-02,156.85416666666666
2022-09-03,153.09722222222223
2022-09-04,118.0
2022-09-05,133.70833333333334
2022-09-06,149.05555555555554
2022-09-07,75.52083333333333
2022-09-08,91.95833333333333
2022-09-09,158.64583333333334
2022-09-10,157.59722222222223
2022-09-11,150.92361111111111
2022-09-12,142.5625
2022-09-13,137.40277777777777
2022-09-14,140.07638888888889
2022-09-15,125.50694444444444
2022-09-16,120.32638888888889
2022-09-17,77.69444444444444
2022-09-18,70.11805555555556
2022-09-19,106.5625
